Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,Per Student Budget,Spending Ranges (Per Student)
13731,Russell Ramirez,M,10th,Wilson High School,72,87,5,Charter,2283,1319574,578.00,<$584
13732,Eric Butler,M,10th,Wilson High School,97,82,5,Charter,2283,1319574,578.00,<$584
13733,Warren Kerr,M,11th,Wilson High School,93,68,5,Charter,2283,1319574,578.00,<$584
13734,Gail Hall,F,9th,Wilson High School,79,72,5,Charter,2283,1319574,578.00,<$584
13735,Angela Walters,F,9th,Wilson High School,80,91,5,Charter,2283,1319574,578.00,<$584
13736,Brandi Davila,F,11th,Wilson High School,92,95,5,Charter,2283,1319574,578.00,<$584
13737,Natasha Williams,F,10th,Wilson High School,75,71,5,Charter,2283,1319574,578.00,<$584
13738,James Owens,M,12th,Wilson High School,96,94,5,Charter,2283,1319574,578.00,<$584
13739,Tamara Torres,F,9th,Wilson High School,84,76,5,Charter,2283,1319574,578.00,<$584
13740,Emma Day,F,9th,Wilson High School,77,80,5,Charter,2283,1319574,578.00,<$584
13741,David Brooks,M,10th,Wilson High School,75,75,5,Charter,2283,1319574,578.00,<$584
13742,Madison Gregory,F,9th,Wilson High School,91,90,5,Charter,2283,1319574,578.00,<$584
13743,Michael Clark,M,9th,Wilson High School,87,92,5,Charter,2283,1319574,578.00,<$584
13744,Nathaniel Smith,M,9th,Wilson High School,90,87,5,Charter,2283,1319574,578.00,<$584
13745,Cassandra Lopez,F,11th,Wilson High School,96,99,5,Charter,2283,1319574,578.00,<$584
13746,Joseph Miller,M,11th,Wilson High School,98,74,5,Charter,2283,1319574,578.00,<$584
13747,Nicholas Good,M,9th,Wilson High School,84,98,5,Charter,2283,1319574,578.00,<$584
13748,Tracy Allen,F,12th,Wilson High School,86,71,5,Charter,2283,1319574,578.00,<$584
13749,Candice Fischer,F,12th,Wilson High School,82,76,5,Charter,2283,1319574,578.00,<$584
13750,Crystal Taylor,F,12th,Wilson High School,79,94,5,Charter,2283,1319574,578.00,<$584
13751,Maria Swanson,F,10th,Wilson High School,72,95,5,Charter,2283,1319574,578.00,<$584
13752,Kimberly Johnson,F,12th,Wilson High School,86,86,5,Charter,2283,1319574,578.00,<$584
13753,Amber Parker,F,9th,Wilson High School,70,93,5,Charter,2283,1319574,578.00,<$584
13754,Nathan Garcia,M,11th,Wilson High School,73,95,5,Charter,2283,1319574,578.00,<$584
13755,Elizabeth Peterson DVM,F,10th,Wilson High School,91,78,5,Charter,2283,1319574,578.00,<$584
13756,Jimmy Bell,M,9th,Wilson High School,78,84,5,Charter,2283,1319574,578.00,<$584
13757,Eric Craig,M,9th,Wilson High School,98,72,5,Charter,2283,1319574,578.00,<$584
13758,Alexis Hayes,F,9th,Wilson High School,97,82,5,Charter,2283,1319574,578.00,<$584
13759,Jasmine Donovan,F,11th,Wilson High School,94,80,5,Charter,2283,1319574,578.00,<$584
13760,Kayla Glenn,F,10th,Wilson High School,70,72,5,Charter,2283,1319574,578.00,<$584
13761,Daniel Johnson,M,10th,Wilson High School,83,98,5,Charter,2283,1319574,578.00,<$584
13762,Nicholas Jones,M,11th,Wilson High School,87,74,5,Charter,2283,1319574,578.00,<$584
13763,Daniel Nash,M,10th,Wilson High School,70,95,5,Charter,2283,1319574,578.00,<$584
13764,Kyle Price,M,10th,Wilson High School,81,70,5,Charter,2283,1319574,578.00,<$584
13765,Donna Marks,F,9th,Wilson High School,86,74,5,Charter,2283,1319574,578.00,<$584
13766,Erica Rice,F,9th,Wilson High School,92,72,5,Charter,2283,1319574,578.00,<$584
13767,Theresa Rodriguez,F,11th,Wilson High School,78,79,5,Charter,2283,1319574,578.00,<$584
13768,Chelsea Stanley,F,12th,Wilson High School,96,79,5,Charter,2283,1319574,578.00,<$584
13769,Karina Glass,F,11th,Wilson High School,72,89,5,Charter,2283,1319574,578.00,<$584
13770,David Scott,M,10th,Wilson High School,84,92,5,Charter,2283,1319574,578.00,<$584
13771,Jeanette Parks,F,9th,Wilson High School,92,72,5,Charter,2283,1319574,578.00,<$584
13772,Ryan Parker,M,9th,Wilson High School,79,79,5,Charter,2283,1319574,578.00,<$584
13773,Tim Hart,M,10th,Wilson High School,71,91,5,Charter,2283,1319574,578.00,<$584
13774,Christine Cline,F,11th,Wilson High School,72,88,5,Charter,2283,1319574,578.00,<$584
13775,Kelsey Adams,F,12th,Wilson High School,80,70,5,Charter,2283,1319574,578.00,<$584
13776,Benjamin Mathis,M,10th,Wilson High School,71,70,5,Charter,2283,1319574,578.00,<$584
13777,Jacob Reed,M,12th,Wilson High School,73,86,5,Charter,2283,1319574,578.00,<$584
13778,Brittany Rivera,F,11th,Wilson High School,73,81,5,Charter,2283,1319574,578.00,<$584
13779,James Murphy,M,12th,Wilson High School,97,84,5,Charter,2283,1319574,578.00,<$584
13780,Brandon Sparks,M,11th,Wilson High School,84,96,5,Charter,2283,1319574,578.00,<$584
13781,Robert Garcia,M,9th,Wilson High School,81,69,5,Charter,2283,1319574,578.00,<$584
13782,Ryan Cunningham,M,12th,Wilson High School,93,73,5,Charter,2283,1319574,578.00,<$584
13783,Angela Glass,F,10th,Wilson High School,75,77,5,Charter,2283,1319574,578.00,<$584
13784,Adrian Morrow,M,9th,Wilson High School,93,80,5,Charter,2283,1319574,578.00,<$584
13785,Jared Wood,M,11th,Wilson High School,85,72,5,Charter,2283,1319574,578.00,<$584
13786,Austin Butler,M,10th,Wilson High School,71,98,5,Charter,2283,1319574,578.00,<$584
13787,Justin Mcdowell,M,12th,Wilson High School,87,70,5,Charter,2283,1319574,578.00,<$584
13788,Scott Tapia,M,10th,Wilson High School,87,92,5,Charter,2283,1319574,578.00,<$584
13789,Tiffany Gardner,F,10th,Wilson High School,77,90,5,Charter,2283,1319574,578.00,<$584
13790,Kayla Ingram,F,10th,Wilson High School,94,74,5,Charter,2283,1319574,578.00,<$584
13791,Bruce Sanchez,M,9th,Wilson High School,75,80,5,Charter,2283,1319574,578.00,<$584
13792,Alan Jackson,M,9th,Wilson High School,87,97,5,Charter,2283,1319574,578.00,<$584
13793,James Payne,M,10th,Wilson High School,86,88,5,Charter,2283,1319574,578.00,<$584
13794,Robert Brown,M,11th,Wilson High School,86,80,5,Charter,2283,1319574,578.00,<$584
13795,Christopher Patterson,M,12th,Wilson High School,85,88,5,Charter,2283,1319574,578.00,<$584
13796,Amanda Sherman,F,12th,Wilson High School,85,93,5,Charter,2283,1319574,578.00,<$584
13797,David Nguyen,M,11th,Wilson High School,81,82,5,Charter,2283,1319574,578.00,<$584
13798,Stephanie Rojas,F,9th,Wilson High School,76,96,5,Charter,2283,1319574,578.00,<$584
13799,Shannon Taylor,F,12th,Wilson High School,76,90,5,Charter,2283,1319574,578.00,<$584
13800,Robert Hines,M,9th,Wilson High School,96,78,5,Charter,2283,1319574,578.00,<$584
13801,Michael Hall,M,9th,Wilson High School,76,92,5,Charter,2283,1319574,578.00,<$584
13802,Anna Bates,F,9th,Wilson High School,74,79,5,Charter,2283,1319574,578.00,<$584
13803,William Ellis,M,11th,Wilson High School,76,81,5,Charter,2283,1319574,578.00,<$584
13804,Timothy Cohen,M,9th,Wilson High School,96,71,5,Charter,2283,1319574,578.00,<$584
13805,Karen Mcmillan,F,9th,Wilson High School,74,83,5,Charter,2283,1319574,578.00,<$584
13806,Valerie Hayes,F,12th,Wilson High School,71,92,5,Charter,2283,1319574,578.00,<$584
13807,Nicole Fitzpatrick,F,11th,Wilson High School,77,69,5,Charter,2283,1319574,578.00,<$584
13808,Angela Franklin,F,12th,Wilson High School,82,96,5,Charter,2283,1319574,578.00,<$584
13809,Marilyn Vasquez DVM,F,9th,Wilson High School,74,71,5,Charter,2283,1319574,578.00,<$584
13810,Richard Thomas,M,11th,Wilson High School,82,74,5,Charter,2283,1319574,578.00,<$584
13811,Zachary Allen,M,12th,Wilson High School,69,90,5,Charter,2283,1319574,578.00,<$584
13812,Jennifer Smith,F,10th,Wilson High School,79,90,5,Charter,2283,1319574,578.00,<$584
13813,Emily Diaz,F,10th,Wilson High School,86,93,5,Charter,2283,1319574,578.00,<$584
13814,Jerry Franklin,M,10th,Wilson High School,91,97,5,Charter,2283,1319574,578.00,<$584
13815,Craig Williams,M,12th,Wilson High School,74,74,5,Charter,2283,1319574,578.00,<$584
13816,Daniel Brown,M,11th,Wilson High School,99,80,5,Charter,2283,1319574,578.00,<$584
13817,Stephanie Lynn,F,9th,Wilson High School,85,87,5,Charter,2283,1319574,578.00,<$584
13818,Jasmine Meyer,F,11th,Wilson High School,96,68,5,Charter,2283,1319574,578.00,<$584
13819,Mr. Jack Reed,M,10th,Wilson High School,98,94,5,Charter,2283,1319574,578.00,<$584
13820,Michelle Mills,F,9th,Wilson High School,83,89,5,Charter,2283,1319574,578.00,<$584
13821,Dawn Stevens,F,10th,Wilson High School,80,76,5,Charter,2283,1319574,578.00,<$584
13822,Benjamin Smith,M,12th,Wilson High School,86,73,5,Charter,2283,1319574,578.00,<$584
13823,Penny Francis,F,9th,Wilson High School,91,94,5,Charter,2283,1319574,578.00,<$584
13824,Allison Baker,F,12th,Wilson High School,79,79,5,Charter,2283,1319574,578.00,<$584
13825,Howard James,M,12th,Wilson High School,99,98,5,Charter,2283,1319574,578.00,<$584
13826,Kerri Bryan,F,11th,Wilson High School,79,89,5,Charter,2283,1319574,578.00,<$584
13827,Norma Greene,F,12th,Wilson High School,72,68,5,Charter,2283,1319574,578.00,<$584
13828,Joshua Phelps,M,9th,Wilson High School,74,78,5,Charter,2283,1319574,578.00,<$584
13829,Spencer Hernandez,M,11th,Wilson High School,75,96,5,Charter,2283,1319574,578.00,<$584
13830,Paul Harris,M,9th,Wilson High School,71,75,5,Charter,2283,1319574,578.00,<$584
13831,Andre Mcdaniel,M,10th,Wilson High School,81,86,5,Charter,2283,1319574,578.00,<$584
13832,Jessica Pearson,F,11th,Wilson High School,73,92,5,Charter,2283,1319574,578.00,<$584
13833,Sydney Larson,F,12th,Wilson High School,85,83,5,Charter,2283,1319574,578.00,<$584
13834,Jason Parks,M,11th,Wilson High School,75,79,5,Charter,2283,1319574,578.00,<$584
13835,Nicole King,F,11th,Wilson High School,86,89,5,Charter,2283,1319574,578.00,<$584
13836,Beverly Sanders,F,11th,Wilson High School,76,85,5,Charter,2283,1319574,578.00,<$584
13837,Jordan White,M,9th,Wilson High School,89,75,5,Charter,2283,1319574,578.00,<$584
13838,Sabrina Park,F,10th,Wilson High School,84,80,5,Charter,2283,1319574,578.00,<$584
13839,Parker Oliver,M,9th,Wilson High School,76,74,5,Charter,2283,1319574,578.00,<$584
13840,Angela Johns,F,9th,Wilson High School,81,94,5,Charter,2283,1319574,578.00,<$584
13841,Carrie Lloyd,F,10th,Wilson High School,86,85,5,Charter,2283,1319574,578.00,<$584
13842,Samantha Spears,F,11th,Wilson High School,96,91,5,Charter,2283,1319574,578.00,<$584
13843,April Valenzuela,F,11th,Wilson High School,75,79,5,Charter,2283,1319574,578.00,<$584
13844,Zachary Shields DVM,M,10th,Wilson High School,79,96,5,Charter,2283,1319574,578.00,<$584
13845,Melvin Jones,M,10th,Wilson High School,77,69,5,Charter,2283,1319574,578.00,<$584
13846,Katie Smith,F,9th,Wilson High School,72,94,5,Charter,2283,1319574,578.00,<$584
13847,Jennifer Lawrence,F,10th,Wilson High School,70,73,5,Charter,2283,1319574,578.00,<$584
13848,Mrs. Molly Lopez MD,F,11th,Wilson High School,70,91,5,Charter,2283,1319574,578.00,<$584
13849,Tina Flores,F,12th,Wilson High School,74,85,5,Charter,2283,1319574,578.00,<$584
13850,Jimmy Hernandez,M,12th,Wilson High School,95,71,5,Charter,2283,1319574,578.00,<$584
13851,Jonathan Carter,M,11th,Wilson High School,98,89,5,Charter,2283,1319574,578.00,<$584
13852,Julia Mason,F,10th,Wilson High School,96,96,5,Charter,2283,1319574,578.00,<$584
13853,Bruce Snow,M,11th,Wilson High School,98,96,5,Charter,2283,1319574,578.00,<$584
13854,Megan Arellano,F,11th,Wilson High School,71,95,5,Charter,2283,1319574,578.00,<$584
13855,Lisa Ross,F,12th,Wilson High School,95,89,5,Charter,2283,1319574,578.00,<$584
13856,Patricia Maxwell,F,11th,Wilson High School,70,92,5,Charter,2283,1319574,578.00,<$584
13857,Misty Mejia,F,11th,Wilson High School,70,68,5,Charter,2283,1319574,578.00,<$584
13858,Dr. Stephanie Jones,F,10th,Wilson High School,74,95,5,Charter,2283,1319574,578.00,<$584
13859,Jack Ruiz,M,10th,Wilson High School,98,86,5,Charter,2283,1319574,578.00,<$584
13860,Jamie Patel,F,11th,Wilson High School,89,71,5,Charter,2283,1319574,578.00,<$584
13861,Michael Sandoval,M,9th,Wilson High School,88,74,5,Charter,2283,1319574,578.00,<$584
13862,Robert Wheeler,M,10th,Wilson High School,70,82,5,Charter,2283,1319574,578.00,<$584
13863,Sharon Ferguson,F,10th,Wilson High School,89,93,5,Charter,2283,1319574,578.00,<$584
13864,Carol Barton,F,9th,Wilson High School,86,73,5,Charter,2283,1319574,578.00,<$584
13865,Tina Jones,F,11th,Wilson High School,83,82,5,Charter,2283,1319574,578.00,<$584
13866,Mindy Barnett,F,12th,Wilson High School,97,95,5,Charter,2283,1319574,578.00,<$584
13867,Michelle Castillo,F,11th,Wilson High School,89,74,5,Charter,2283,1319574,578.00,<$584
13868,Timothy Lin,M,9th,Wilson High School,97,97,5,Charter,2283,1319574,578.00,<$584
13869,Daniel Turner,M,12th,Wilson High School,92,84,5,Charter,2283,1319574,578.00,<$584
13870,James Taylor,M,11th,Wilson High School,80,70,5,Charter,2283,1319574,578.00,<$584
13871,Carlos Franklin,M,9th,Wilson High School,98,95,5,Charter,2283,1319574,578.00,<$584
13872,Scott Gonzalez,M,11th,Wilson High School,76,83,5,Charter,2283,1319574,578.00,<$584
13873,Jessica Rodriguez,F,10th,Wilson High School,97,90,5,Charter,2283,1319574,578.00,<$584
13874,Pamela Morgan,F,10th,Wilson High School,93,78,5,Charter,2283,1319574,578.00,<$584
13875,Aaron Johnson,M,9th,Wilson High School,84,90,5,Charter,2283,1319574,578.00,<$584
13876,William Buck,M,11th,Wilson High School,93,88,5,Charter,2283,1319574,578.00,<$584
13877,William Graham,M,9th,Wilson High School,76,86,5,Charter,2283,1319574,578.00,<$584
13878,Matthew Payne,M,10th,Wilson High School,96,70,5,Charter,2283,1319574,578.00,<$584
13879,Nicole Farley,F,12th,Wilson High School,95,84,5,Charter,2283,1319574,578.00,<$584
13880,Stephen Velez,M,11th,Wilson High School,99,70,5,Charter,2283,1319574,578.00,<$584
13881,Ronald Oliver,M,9th,Wilson High School,73,82,5,Charter,2283,1319574,578.00,<$584
13882,Jacqueline Owen,F,9th,Wilson High School,79,70,5,Charter,2283,1319574,578.00,<$584
13883,Thomas Morgan,M,10th,Wilson High School,88,94,5,Charter,2283,1319574,578.00,<$584
13884,Michelle Lowe,F,9th,Wilson High School,89,79,5,Charter,2283,1319574,578.00,<$584
13885,Suzanne Randolph,F,11th,Wilson High School,86,71,5,Charter,2283,1319574,578.00,<$584
13886,Jordan Powell,M,12th,Wilson High School,84,81,5,Charter,2283,1319574,578.00,<$584
13887,Megan Pearson,F,11th,Wilson High School,79,99,5,Charter,2283,1319574,578.00,<$584
13888,Ashley Mccoy,F,12th,Wilson High School,81,78,5,Charter,2283,1319574,578.00,<$584
13889,Lindsay Baird,F,10th,Wilson High School,79,89,5,Charter,2283,1319574,578.00,<$584
13890,David Erickson,M,10th,Wilson High School,75,99,5,Charter,2283,1319574,578.00,<$584
13891,Angela Davis,F,9th,Wilson High School,70,87,5,Charter,2283,1319574,578.00,<$584
13892,Mary Moore,F,9th,Wilson High School,79,79,5,Charter,2283,1319574,578.00,<$584
13893,Julia Wallace,F,10th,Wilson High School,93,92,5,Charter,2283,1319574,578.00,<$584
13894,Jasmin Miller,F,12th,Wilson High School,77,88,5,Charter,2283,1319574,578.00,<$584
13895,Ruth Hines,F,12th,Wilson High School,83,74,5,Charter,2283,1319574,578.00,<$584
13896,Brandy Thomas,F,11th,Wilson High School,93,99,5,Charter,2283,1319574,578.00,<$584
13897,James Sanchez,M,11th,Wilson High School,87,85,5,Charter,2283,1319574,578.00,<$584
13898,Luis Garrett,M,12th,Wilson High School,92,97,5,Charter,2283,1319574,578.00,<$584
13899,Kaitlyn Johnson,F,12th,Wilson High School,79,68,5,Charter,2283,1319574,578.00,<$584
13900,Timothy Thompson,M,12th,Wilson High School,70,75,5,Charter,2283,1319574,578.00,<$584
13901,Mark Jackson,M,11th,Wilson High School,86,93,5,Charter,2283,1319574,578.00,<$584
13902,Erica Wu,F,9th,Wilson High School,86,94,5,Charter,2283,1319574,578.00,<$584
13903,Michael Norman,M,12th,Wilson High School,75,90,5,Charter,2283,1319574,578.00,<$584
13904,Cory Bennett,M,10th,Wilson High School,87,81,5,Charter,2283,1319574,578.00,<$584
13905,Lisa Randolph,F,10th,Wilson High School,79,80,5,Charter,2283,1319574,578.00,<$584
13906,Kevin Bennett,M,10th,Wilson High School,89,78,5,Charter,2283,1319574,578.00,<$584
13907,Jonathan Fletcher,M,11th,Wilson High School,99,86,5,Charter,2283,1319574,578.00,<$584
13908,Nicholas Patterson,M,9th,Wilson High School,94,87,5,Charter,2283,1319574,578.00,<$584
13909,Matthew Campbell,M,10th,Wilson High School,90,68,5,Charter,2283,1319574,578.00,<$584
13910,Andrea Murphy,F,12th,Wilson High School,74,94,5,Charter,2283,1319574,578.00,<$584
13911,Linda Ford,F,10th,Wilson High School,92,95,5,Charter,2283,1319574,578.00,<$584
13912,Benjamin George DDS,M,10th,Wilson High School,97,96,5,Charter,2283,1319574,578.00,<$584
13913,Randall Crawford,M,10th,Wilson High School,95,98,5,Charter,2283,1319574,578.00,<$584
13914,Mikayla Hunter,F,10th,Wilson High School,69,96,5,Charter,2283,1319574,578.00,<$584
13915,Kara Harris,F,10th,Wilson High School,89,84,5,Charter,2283,1319574,578.00,<$584
13916,Joseph Kim,M,12th,Wilson High School,84,82,5,Charter,2283,1319574,578.00,<$584
13917,Craig Stone,M,11th,Wilson High School,88,86,5,Charter,2283,1319574,578.00,<$584
13918,Jesse Kelley,M,9th,Wilson High School,97,93,5,Charter,2283,1319574,578.00,<$584
13919,Shane Braun,M,9th,Wilson High School,75,77,5,Charter,2283,1319574,578.00,<$584
13920,Amanda Cox,F,11th,Wilson High School,90,81,5,Charter,2283,1319574,578.00,<$584
13921,Vickie Hayes,F,9th,Wilson High School,83,68,5,Charter,2283,1319574,578.00,<$584
13922,Michael Garza,M,12th,Wilson High School,89,77,5,Charter,2283,1319574,578.00,<$584
13923,Jessica Gonzalez,F,11th,Wilson High School,92,98,5,Charter,2283,1319574,578.00,<$584
13924,Randy Carr,M,11th,Wilson High School,78,84,5,Charter,2283,1319574,578.00,<$584
13925,Jennifer Johnson,F,12th,Wilson High School,94,81,5,Charter,2283,1319574,578.00,<$584
13926,Miranda Moore,F,12th,Wilson High School,89,96,5,Charter,2283,1319574,578.00,<$584
13927,Lisa Smith,F,12th,Wilson High School,89,68,5,Charter,2283,1319574,578.00,<$584
13928,Jill Mccarty,F,9th,Wilson High School,71,75,5,Charter,2283,1319574,578.00,<$584
13929,Kevin Wright,M,11th,Wilson High School,74,84,5,Charter,2283,1319574,578.00,<$584
13930,Linda Foster,F,10th,Wilson High School,79,70,5,Charter,2283,1319574,578.00,<$584
13931,Jacqueline Glenn,F,11th,Wilson High School,93,83,5,Charter,2283,1319574,578.00,<$584
13932,Brandon Barry,M,12th,Wilson High School,69,84,5,Charter,2283,1319574,578.00,<$584
13933,Gabrielle Harmon,F,12th,Wilson High School,93,73,5,Charter,2283,1319574,578.00,<$584
13934,Adam Allen,M,9th,Wilson High School,93,94,5,Charter,2283,1319574,578.00,<$584
13935,Derek Johnson,M,9th,Wilson High School,70,85,5,Charter,2283,1319574,578.00,<$584
13936,Christopher Peters,M,11th,Wilson High School,97,71,5,Charter,2283,1319574,578.00,<$584
13937,Brittney Terry,F,11th,Wilson High School,71,80,5,Charter,2283,1319574,578.00,<$584
13938,Tonya Patterson,F,9th,Wilson High School,90,72,5,Charter,2283,1319574,578.00,<$584
13939,Nicole Guzman,F,9th,Wilson High School,85,71,5,Charter,2283,1319574,578.00,<$584
13940,Zachary Delacruz,M,12th,Wilson High School,72,95,5,Charter,2283,1319574,578.00,<$584
13941,Mary Johnson,F,10th,Wilson High School,85,83,5,Charter,2283,1319574,578.00,<$584
13942,Jordan Wood,M,10th,Wilson High School,87,68,5,Charter,2283,1319574,578.00,<$584
13943,Joseph Zimmerman,M,9th,Wilson High School,92,68,5,Charter,2283,1319574,578.00,<$584
13944,Jessica Reid,F,12th,Wilson High School,80,85,5,Charter,2283,1319574,578.00,<$584
13945,George Wilkinson,M,9th,Wilson High School,83,77,5,Charter,2283,1319574,578.00,<$584
13946,Michele Brooks,F,10th,Wilson High School,77,82,5,Charter,2283,1319574,578.00,<$584
13947,Jerry Boyle,M,11th,Wilson High School,71,71,5,Charter,2283,1319574,578.00,<$584
13948,Sandra Haas,F,12th,Wilson High School,70,95,5,Charter,2283,1319574,578.00,<$584
13949,Anne Howard,F,10th,Wilson High School,77,75,5,Charter,2283,1319574,578.00,<$584
13950,Douglas Gardner,M,12th,Wilson High School,87,96,5,Charter,2283,1319574,578.00,<$584
13951,Andrew Ford,M,9th,Wilson High School,82,94,5,Charter,2283,1319574,578.00,<$584
13952,Jasmine Graham,F,11th,Wilson High School,84,76,5,Charter,2283,1319574,578.00,<$584
13953,Julie Guzman,F,9th,Wilson High School,81,71,5,Charter,2283,1319574,578.00,<$584
13954,Brian Bailey,M,11th,Wilson High School,69,69,5,Charter,2283,1319574,578.00,<$584
13955,Cheryl Pugh,F,9th,Wilson High School,81,89,5,Charter,2283,1319574,578.00,<$584
13956,Rachel Hardy,F,10th,Wilson High School,86,85,5,Charter,2283,1319574,578.00,<$584
13957,Randy Taylor,M,12th,Wilson High School,98,89,5,Charter,2283,1319574,578.00,<$584
13958,Daniel Pineda,M,9th,Wilson High School,89,99,5,Charter,2283,1319574,578.00,<$584
13959,Karen Scott,F,9th,Wilson High School,85,89,5,Charter,2283,1319574,578.00,<$584
13960,William Moss,M,10th,Wilson High School,92,81,5,Charter,2283,1319574,578.00,<$584
13961,Nicole Cain,F,10th,Wilson High School,77,78,5,Charter,2283,1319574,578.00,<$584
13962,Marissa Key,F,12th,Wilson High School,91,78,5,Charter,2283,1319574,578.00,<$584
13963,Joanna Thompson,F,9th,Wilson High School,83,74,5,Charter,2283,1319574,578.00,<$584
13964,Andrew Werner,M,11th,Wilson High School,95,79,5,Charter,2283,1319574,578.00,<$584
13965,Robert Mosley,M,9th,Wilson High School,90,76,5,Charter,2283,1319574,578.00,<$584
13966,Michael Weaver,M,11th,Wilson High School,78,68,5,Charter,2283,1319574,578.00,<$584
13967,Samantha Watts,F,9th,Wilson High School,98,90,5,Charter,2283,1319574,578.00,<$584
13968,Jonathan Holmes,M,9th,Wilson High School,80,99,5,Charter,2283,1319574,578.00,<$584
13969,Andre Griffin,M,9th,Wilson High School,94,69,5,Charter,2283,1319574,578.00,<$584
13970,Barbara Simpson,F,12th,Wilson High School,73,95,5,Charter,2283,1319574,578.00,<$584
13971,Melissa Mann,F,12th,Wilson High School,90,81,5,Charter,2283,1319574,578.00,<$584
13972,Jamie Rivers,F,10th,Wilson High School,98,87,5,Charter,2283,1319574,578.00,<$584
13973,Amanda Boyd,F,11th,Wilson High School,79,75,5,Charter,2283,1319574,578.00,<$584
13974,Lee Wells,M,9th,Wilson High School,70,96,5,Charter,2283,1319574,578.00,<$584
13975,Kelly Hanna,F,12th,Wilson High School,96,84,5,Charter,2283,1319574,578.00,<$584
13976,Yesenia Ellis,F,11th,Wilson High School,76,68,5,Charter,2283,1319574,578.00,<$584
13977,Shari Durham,F,9th,Wilson High School,82,95,5,Charter,2283,1319574,578.00,<$584
13978,Kathleen Williams,F,10th,Wilson High School,74,76,5,Charter,2283,1319574,578.00,<$584
13979,James Williams,M,9th,Wilson High School,73,69,5,Charter,2283,1319574,578.00,<$584
13980,Melissa Johnson,F,11th,Wilson High School,71,78,5,Charter,2283,1319574,578.00,<$584
13981,Meghan Arnold,F,10th,Wilson High School,83,96,5,Charter,2283,1319574,578.00,<$584
13982,Melissa Brown,F,9th,Wilson High School,73,88,5,Charter,2283,1319574,578.00,<$584
13983,Logan Miles,M,10th,Wilson High School,82,76,5,Charter,2283,1319574,578.00,<$584
13984,David Mcknight,M,11th,Wilson High School,89,78,5,Charter,2283,1319574,578.00,<$584
13985,Raymond Rhodes,M,11th,Wilson High School,82,70,5,Charter,2283,1319574,578.00,<$584
13986,Mary Rice,F,12th,Wilson High School,89,84,5,Charter,2283,1319574,578.00,<$584
13987,Nicholas Diaz,M,10th,Wilson High School,91,96,5,Charter,2283,1319574,578.00,<$584
13988,Joe Payne,M,9th,Wilson High School,85,91,5,Charter,2283,1319574,578.00,<$584
13989,Elizabeth Blankenship,F,12th,Wilson High School,69,81,5,Charter,2283,1319574,578.00,<$584
13990,Barbara Bush,F,12th,Wilson High School,82,79,5,Charter,2283,1319574,578.00,<$584
13991,Jennifer Wolfe,F,12th,Wilson High School,77,98,5,Charter,2283,1319574,578.00,<$584
13992,Jon Mack,M,10th,Wilson High School,84,79,5,Charter,2283,1319574,578.00,<$584
13993,Jay Smith,M,12th,Wilson High School,71,96,5,Charter,2283,1319574,578.00,<$584
13994,Becky Washington,F,10th,Wilson High School,73,72,5,Charter,2283,1319574,578.00,<$584
13995,David Reilly,M,12th,Wilson High School,99,95,5,Charter,2283,1319574,578.00,<$584
13996,Miranda Johnson,F,11th,Wilson High School,76,73,5,Charter,2283,1319574,578.00,<$584
13997,Ryan Williams,M,11th,Wilson High School,72,94,5,Charter,2283,1319574,578.00,<$584
13998,Aaron James,M,11th,Wilson High School,73,89,5,Charter,2283,1319574,578.00,<$584
13999,Derek Edwards,M,9th,Wilson High School,69,88,5,Charter,2283,1319574,578.00,<$584
14000,Michael Calhoun,M,9th,Wilson High School,77,98,5,Charter,2283,1319574,578.00,<$584
14001,Kevin Jones,M,10th,Wilson High School,98,90,5,Charter,2283,1319574,578.00,<$584
14002,Andrew Michael,M,9th,Wilson High School,70,95,5,Charter,2283,1319574,578.00,<$584
14003,Michele Jones,F,10th,Wilson High School,72,89,5,Charter,2283,1319574,578.00,<$584
14004,Aaron Smith,M,12th,Wilson High School,98,98,5,Charter,2283,1319574,578.00,<$584
14005,Frank Saunders,M,12th,Wilson High School,74,83,5,Charter,2283,1319574,578.00,<$584
14006,Luis Glover,M,12th,Wilson High School,73,79,5,Charter,2283,1319574,578.00,<$584
14007,Marie Sullivan,F,11th,Wilson High School,74,72,5,Charter,2283,1319574,578.00,<$584
14008,Nina Figueroa,F,10th,Wilson High School,84,88,5,Charter,2283,1319574,578.00,<$584
14009,Angela Hughes,F,10th,Wilson High School,83,79,5,Charter,2283,1319574,578.00,<$584
14010,Michael Cooley,M,10th,Wilson High School,93,68,5,Charter,2283,1319574,578.00,<$584
14011,Larry Taylor,M,10th,Wilson High School,91,89,5,Charter,2283,1319574,578.00,<$584
14012,Lawrence Lang,M,9th,Wilson High School,93,94,5,Charter,2283,1319574,578.00,<$584
14013,Elizabeth Macias,F,12th,Wilson High School,82,90,5,Charter,2283,1319574,578.00,<$584
14014,Jessica Edwards,F,9th,Wilson High School,84,77,5,Charter,2283,1319574,578.00,<$584
14015,Jennifer George,F,10th,Wilson High School,69,95,5,Charter,2283,1319574,578.00,<$584
14016,Joshua Malone,M,11th,Wilson High School,85,81,5,Charter,2283,1319574,578.00,<$584
14017,Michael Mcgee,M,10th,Wilson High School,69,95,5,Charter,2283,1319574,578.00,<$584
14018,Paul Smith,M,9th,Wilson High School,87,74,5,Charter,2283,1319574,578.00,<$584
